,quoteID,quotation,speaker,qids,date,numOccurrences,urls,phase,speaker_prob,url_countries
28743,2011-03-23-022713,"i am working with a writer out here and between the two of us, we've covered earthquakes in china, pakistan and indonesia, cyclones in burma and tsunamis in thailand, india and sri lanka, wars in afghanistan and iraq as well as undercover reporting trips to north korea and burma,",adam dean,Multiple,2011-03-23 16:54:36,1,['http://bjp-online.com/british-journal-of-photography/news-analysis/2036719/japan-earthquake-photographing-aftermath?WT.rss_f=All+the+latest+articles+from+BJP&WT.rss_a=Japan+Earthquake%3A+Photographing+the+aftermath&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+theclick%2Flwqv+%28The+Click%29'],C,0.3311,['UK']
94951,2011-08-22-017795,"his japan trip, however, is being viewed internationally as an unwise step that would weaken his sister politically. even some of thaksin of sanctioning the killing of thousands of drug users and southern thai muslims during his five-year rule, and critics note his failure in emergency management. when the 9.1-magnitude earthquake hit off the indonesian island of sumatra in december 2004, thaksin's government in bangkok failed to broadcast a tsunami warning on thai tv or notify officials in burma, india and sri lanka that a killer wave was heading their way. thousands died across the indian ocean, including more than 8,000 thais and foreign tourists in phuket and phang-nga provinces of thailand. after the 2004 tsunami, thaksin tried to channel the outpouring of global sympathy to his personal advantage, and his party won a disputed election that opposition parties boycotted. a survey by assumption university in bangkok last weekend found that 70 percent of thais oppose thaksin's international maneuvering. while most japanese, especially rural tsunami survivors, have never heard of japan arrest him at the airport and stick this thieving scum bag on a one way flight to bangkok,",christopher johnson,Multiple,2011-08-22 17:02:00,1,['http://washingtontimes.com/news/2011/aug/22/fugitive-thai-leader-visit-japan-disaster-zone/?utm_source=RSS_Feed&utm_medium=RSS'],C,0.4058,['US']
5432,2011-03-26-028317,"on behalf of president (barack) obama and the people of the united states, i offer our sincere condolences for the loss of life and damage caused by the earthquake in burma,",hillary clinton,Q6294,2011-03-26 05:03:14,1,['http://breitbart.com/article.php?id=D9M6N7480&show_article=1'],C,0.5894,['US']
21122,2011-03-26-028318,"on behalf of president (barack) obama and the people of the united states, i offer our sincere condolences for the loss of life and damage caused by the earthquake in burma, near the borders with thailand and laos,",hillary clinton,Q6294,2011-03-26 05:28:38,13,"['http://channelnewsasia.com/stories/afp_asiapacific/view/1118966/1/.html'
 'http://news.brisbanetimes.com.au/breaking-news-world/rescuers-battle-to-reach-burma-quake-areas-20110326-1cata.html'
 'http://uk.news.yahoo.com/18/20110326/twl-rescuers-struggle-to-reach-myanmar-q-4bdc673.html'
 'http://mysinchew.com/node/55178'
 'http://brisbanetimes.com.au/world/rescuers-battle-to-reach-burma-quake-areas-20110326-1catv.html'
 'http://sg.news.yahoo.com/rescuers-struggle-reach-myanmar-quake-areas-20110325-224057-368.html'
 'http://my.news.yahoo.com/rescuers-struggle-reach-myanmar-quake-areas-20110325-224057-368.html'
 'http://news.outlookindia.com/item.aspx?716461'
 'http://freemalaysiatoday.com/2011/03/26/rescuers-struggle-to-reach-myanmar-quake-areas/'
 'http://siasat.com/english/news/rescuers-struggle-reach-myanmar-quake-areas'
 'http://dailytimes.com.pk/default.asp?page=2011/03/27/story_27-3-2011_pg14_1'
 'http://breitbart.com/article.php?id=CNG.13a41df9e4611e9981db3521b26c6d97.f51&show_article=1'
 'http://sbs.com.au/news/article/1508201/Rescuers-battle-to-reach-Burma-quake-areas']",C,0.5979,['US' 'IN' 'PK' 'MY' 'AS']
77581,2011-10-03-015775,"from the modelling we have done, the uncertainty [ about the single currency ] is already affecting the recovery and the risks [ of a break-up ] would be very, japan's quarterly tankan index of sentiment at large manufacturers rose to 2 in september from minus 9 in june, bloomberg reports. the reading remains below the march quarter figure of 6, but a positive number means optimists outnumber pessimists. japanese companies have been restoring operations after the quake and tsunami disrupted supply chains, citigroup may shake up its top management in japan following a regulatory investigation that found alleged problems with the bank's disclosures when selling financial products, the the us congress is renewing a push to penalise china over its currency, the ft says, potentially forcing the white house to choose between angering its democratic base and upsetting its delicately balanced relations with beijing. the senate is expected to vote on anti-china trade legislation on monday, greece will miss a deficit target set just months ago in a massive bailout package, reuters reports, with a government draft budget figures released on sunday targeting a deficit equivalent to 8.5 per cent of gdp instead of the 7.6 per cent target.'s cabinet on sunday approved large cuts in next year's budget including the immediate dismissal of thousands of public sector workers beijing has called on burma to protect the rights of chinese, in a rare example of public disagreement between the two neighbours and close allies.",None,,2011-10-03 15:26:49,1,['http://businessinsider.com/october-3-some-news-that-matters-2011-10'],C,0.5151,['US']
167104,2011-04-10-052682,"what we have seen in recent months is the power of the internet, whether it be in egypt or tunisia, whether it be in japan after the tsunami and the earthquake, whether it be in burma with the blogging of the monks, whether it be in zimbabwe after the election,",gordon brown,Multiple,2011-04-10 23:03:10,2,"['http://ekklesia.co.uk/node/14535'
 'http://inspiremagazine.org.uk/news.aspx?action=view&id=5299']",C,0.2696,['UK']
84910,2012-11-11-021016,"in march 2011, at least 75 people died when a powerful earthquake hit burma near the borders with laos and thailand.",george entwistle,Q24247,2012-11-11 13:19:44,2,['http://newsy.com/videos/powerful-earthquake-rocks-central-myanmar'],C,0.6127,['US']
197215,2012-04-11-076248,"there are several plates that come together in this area, which is why it is so tectonically active. today's quake occurred on the indian plate, while the 2004 quake occurred on the burma plate.",brandon miller,Multiple,2012-04-11 17:00:37,12,"['http://clickorlando.com/news/Tsunami-scare-tests-new-life-saving-procedures/-/1637132/10528798/-/575lvk/-/index.html'
 'http://ktxs.com/weather/30874166/detail.html'
 'http://kesq.com/weather/30874166/detail.html'
 'http://kvia.com/weather/30874166/detail.html'
 'http://localnews8.com/weather/30874166/detail.html'
 'http://wcti12.com/weather/30874166/detail.html'
 'http://nbcmontana.com/weather/30874166/detail.html'
 'http://wcyb.com/nationalnews/30874166/detail.html'
 'http://kjct8.com/weather/30874166/detail.html'
 'http://rss.cnn.com/~r/rss/cnn_topstories/~3/CcfYKMi7tGk/index.html'
 'http://rss.cnn.com/~r/rss/cnn_world/~3/ADxaIBVsfYw/index.html'
 'http://edition.cnn.com/2012/04/11/world/asia/indonesia-earthquake-differences/index.html?eref=rss_asia']",C,0.3907,['US']
51960,2013-01-31-097963,"we have faced all manners of events, from democratic revolutions in north africa, to earthquakes in haiti and japan, to the end of the war in iraq, the beginning of the transition in afghanistan, the rebuilding of the global economy, breakthroughs in places like burma and somalia, the signing of a new start treaty, and on and on,",hillary clinton,Q6294,2013-01-31 03:24:27,2,"['http://zeenews.india.com/news/world/leaving-state-department-in-excellent-hands-hillary-clinton_826054.html'
 'http://thehindubusinessline.com/news/international/leaving-state-department-in-excellent-hands-clinton/article4364322.ece']",C,0.6015,['IN']
54258,2014-04-08-021506,"I actually talked to people all the time who had been survivors of bombings, who've survived combat, who've survived natural disasters and earthquakes, in fact, my first job as a reporter ever I snuck into Burma and I met up with some students who were fighting the Burmese government, and they weren't trained fighters, they had been students the year before and they now found themselves in the jungle. So from my earliest days, I really did end up focusing most of my time on just regular people who have found themselves in situations not of their making or beyond their control and in some ways it's different than talking to a soldier who has gone into combat, but in the end everybody is a human being and reacts as a human being even if you're a trained professional or a solider, you're still a person who has a family and has hopes and dreams for what you're life is going to be and something like this changes all of that.",Anderson Cooper,Q316997,2014-04-08 19:16:00,1,['http://entertainment.msn.com/tv/article.aspx?news=861343'],D,0.394,['US']
180393,2015-05-13-007285,"But the Indian plate, which contains the faultline, is continuously pushing northwards and sliding beneath the Eurasian plate at a rate of 40mm each year. This is what resulted in the Nepal earthquake. The Indian plate is also pushing against the Burma plate, which triggered the 2004 tsunami,",Sankar Kumar Nath,Q28115557,2015-05-13 06:42:51,1,['http://www.ibtimes.co.in/kolkata-moving-closer-dooms-day-massive-earthquake-likely-future-experts-632257'],E,0.9413,['IN']
124517,2017-09-20-127323,The new funding brings US humanitarian assistance to internally displaced persons in Burma and refugees from Burma in the region to nearly US$ 95 million in Fiscal Year 2017. It reflects the US commitment to help address the unprecedented magnitude of suffering and urgent humanitarian needs of the Rohingya people.,Heather Nauert,Q5694014,2017-09-20 21:26:46,1,['http://www.straitstimes.com/asia/se-asia/us-releases-over-40-million-in-aid-for-rohingya'],E,0.8945,['SN']
