,quoteID,quotation,speaker,qids,date,numOccurrences,urls,phase,speaker_prob,url_countries
35261,2015-06-07-021248,"Set up a monitoring centre as there is none in Sabah. With more studies on seismic movements, we will be able to develop SOP (standard operating procedures), or provide training to the locals,",Muhyiddin Yassin,Q1060949,2015-06-07 06:29:13,1,['http://www.themalaysianinsider.com/malaysia/article/muhyiddin-hadi-among-others-fleeing-building-in-aftershock'],E,0.7786,['MY']
110208,2015-06-08-041014,"One question uppermost among Sabahans when I visited the earthquake-hit zones of Ranau and Kinabalu Park yesterday was why Najib, who said only last month that' I owe Sabah' , did not visit Sabah over the Ranau/Kinabalu earthquake disaster before his Saudi Arabia trip on Saturday night.",Lim Kit Siang,Q717696,2015-06-08 02:39:28,1,['http://www.themalaysianinsider.com/malaysia/article/najib-should-fly-to-sabah-immediately-says-kit-siang'],E,0.734,['MY']
80084,2015-12-31-060088,"The earthquake has made Sabahans more self-confident, self-reliant and proud of being Sabahans.",Yong Teck Lee,Q2542272,2015-12-31 14:49:35,1,['http://www.freemalaysiatoday.com/category/nation/2015/12/31/yong-tough-2015-but-sabahans-showing-resilience/'],E,0.897,['MY']
162129,2015-06-09-041774,Our Dearest Karyl... We will truly miss you... #SabahQuake She's gone too soon..,None,,2015-06-09 00:54:02,1,['http://www.asiaone.com/news/singapore/sabah-quake-faces-tragedy-and-their-profiles'],E,0.5588,['SN']
137747,2015-11-04-036435,"I believe in the science behind what happened, especially once we talked to the seismologist in Sabah itself and Singapore and learn there has been a history of these movements in the plates around Sabah.",Henry Golding,Q39072280,2015-11-04 04:37:01,1,['http://news.asiaone.com/news/malaysia/could-earthquake-hit-kuala-lumpur'],E,0.947,['SN']
40571,2015-06-21-010705,"I am happy that YTL Power International Bhd, Ekovest Bhd and S.E.H Malaysian Group have come forward with their generous contributions, showing that the corporate sector is also concerned with the plight of the people, namely the mountain guides, of Sabah following the earthquake,",Maximus Ongkili,Q6795936,2015-06-21 17:44:28,1,['http://theborneopost.com/2015/06/20/three-corporate-bodies-donate-rm50000'],E,0.8832,['MY']
109414,2015-06-09-017455,"I assure you that every effort is being made by Government agencies to seek and save all who are still stranded in mountainous areas. I convey my deepest sympathy and condolences to the families of those who lost their lives in the earthquake in Sabah,",None,,2015-06-09 12:32:19,1,['http://thestar.com.my/News/Nation/2015/06/07/Sabah-quake-Najib-monitoring-from-Saudi'],E,0.8756,['MY']
182286,2015-06-06-034461,Will Sabah earthquake victims and the mountain guides be getting aid?,Jeffrey Kitingan,Q6176100,2015-06-06 05:13:39,1,['http://www.theborneopost.com/2015/06/06/jeffrey-calls-on-dpm-to-provide-earthquake-relief-aid/'],E,0.5906,['MY']
204983,2015-06-06-008182,"I am saddened by the news that there are fatalities involved, and I would like to, on behalf of the state government and the people of Sabah, extend our deepest sympathies to the families of all those who lost their lives in the earthquake.",Musa Aman,Q551611,2015-06-06 16:53:59,1,['http://www.theborneopost.com/2015/06/07/monday-declared-a-day-of-mourning-sabah-cm/'],E,0.8024,['MY']
46923,2015-06-08-028164,"In particular, why Najib took some five hours to tweet his concern about the earthquake in Sabah at about noon when the earthquake struck Ranau and Mount Kinabalu at around 7.15 am on Friday morning!",Lim Kit Siang,Q717696,2015-06-08 01:42:00,1,['http://www.malaysiakini.com/news/301047'],E,0.7582,['MY']
168267,2015-06-12-039804,Najib would not be telling the truth if he had indeed said that he could not visit the earthquake-hit zones in Sabah on Friday because it was the birthday of the Yang di Pertuan Agong as this was not the case.,None,,2015-06-12 05:20:29,1,['http://freemalaysiatoday.com/category/nation/2015/06/09/pm-caught-in-big-lie-over-sabah-quake'],E,0.5089,['MY']
90929,2015-10-08-008592,"As Sabah is still new to such natural disasters like earthquakes, I hope to learn a thing or two from the participating Japanese youths on how they cope with the disaster and precautions taken during such events which will be beneficial for us in the future,",None,,2015-10-08 09:19:29,1,['http://www.dailyexpress.com.my/news.cfm?NewsID=103645'],E,0.8599,['MY']
22145,2015-07-13-029024,"We note that the Malaysian government has indicated that in view of the recent unexpected earthquake, it will assess and monitor seismic movements in Sabah and review safety measures for all climbers. Until the safety of Mount Kinabalu is ascertained by the Malaysian authorities, no schools will be allowed to take their students there,",None,,2015-07-13 16:44:25,1,['http://www.channelnewsasia.com/news/singapore/no-further-school/1980514.html'],E,0.4338,['US']
130315,2015-06-10-022110,"I never said that they actually caused the earthquake, but their actions were against the people of the largest tribe in Sabah. The mountain is a revered and sacred site,",None,,2015-06-10 06:46:28,10,"['http://www.rte.ie/news/2015/0610/707094-malaysia-tourists/'
 'http://www.theguardian.com/world/2015/jun/10/british-woman-among-those-held-over-naked-stunt-on-mount-kinabalu'
 'http://www.theage.com.au/world/malaysia-detains-western-tourists-over-nude-pictures-on-quakehit-peak-20150611-ghl5vj.html'
 'http://www.thejournal.ie/malaysia-mountain-2154800-Jun2015/'
 'http://zeenews.india.com/news/world/malaysia-detains-four-western-tourists-for-stripping-naked-on-quake-hit-peak_1610849.html'
 'http://travel.iafrica.com/articles/996071.html'
 'http://3news.co.nz/world/malaysia-detains-nudist-tourists-2015061021'
 'http://brisbanetimes.com.au/world/malaysia-detains-western-tourists-over-nude-pictures-on-quakehit-peak-20150610-ghl5vj.html'
 'http://telegraph.co.uk/news/worldnews/asia/malaysia/11664331/British-woman-arrested-in-Malaysia-over-nude-photos-on-Mount-Kinabalu.html'
 'http://digitaljournal.com/news/world/malaysia-detains-western-tourists-over-nude-pix-on-quake-hit-peak/article/435407']",E,0.8596,['AS' 'SF' 'IN' 'NZ' 'EI' 'US' 'UK']
48587,2015-06-07-032599,"Whether other people believe this or not, it's what we Sabahans believe. When the earthquake happened, it's like a confirmation of our beliefs... It is a sacred mountain and you cannot take it lightly,",Joseph Pairin Kitingan,Q551372,2015-06-07 21:07:00,3,"['http://www.ibtimes.com/naked-canadian-european-tourists-blamed-deadly-malaysia-earthquake-1955982'
 'http://dailycaller.com/2015/06/11/malaysians-believe-this-stripping-hiker-caused-their-earthquake/'
 'http://thejakartapost.com/news/2015/06/25/mount-kinabalu-and-cultural-insensitivity.html']",E,0.4534,['US' 'ID']
52421,2015-06-12-069056,"We roll back a few months to the sad demise of our founding Prime Minister Lee Kuan Yew. That whole episode I think pulled the nation together. We talk about `kiasu' Singaporeans, but that whole event told us that when a crisis (like the Sabah quake) hits, Singaporeans stick together,",James Ho,Q6741528,2015-06-12 12:11:21,1,['http://www.channelnewsasia.com/news/singapore/sabah-quake-parents/1910634.html?cid=cna_flip_070214'],E,0.8302,['US']
98685,2015-06-08-061412,"Today the Malaysian Communications and Multimedia Commission launched a humanitarian fund to help the victims of the Sabah earthquake. The public may donate using an easy method through SMS,",None,,2015-06-08 08:48:24,1,['http://www.marketing-interactive.com/mcmc-telcos-set-fundraiser-sabah-quake-victims/'],E,0.9663,['SN']
171618,2015-06-07-025199,"The tourists showed disrespect to the sacred mountain and will face appropriate action according to native laws. Whether other people believe this or not, it's what we Sabahans believe. When the earthquake happened, it's like a confirmation of our beliefs. There is almost certainly a connection. We have to take this as a reminder that local beliefs and customs are not to be disrespected.",Joseph Pairin Kitingan,Q551372,2015-06-07 20:52:59,1,['http://www.inquisitr.com/2152494/malaysian-minister-has-blamed-tourists-who-stripped-atop-mountain-for-causing-earthquake-streakers-prohibited-from-leaving-country-video/'],E,0.8832,['US']
54077,2015-06-07-008059,I convey my deepest sympathy and condolences to the families of those who lost their lives in the earthquake in Sabah.,Najib Razak,Q57675,2015-06-07 12:23:00,1,['http://www.nst.com.my/node/87371'],E,0.6246,['MY']
194336,2015-06-11-080557,"Whether other people believe this or not, it's what we Sabahans believe. When the earthquake happened, it's like a confirmation of our beliefs. There is almost certainly a connection. We have to take this as a reminder that local beliefs and customs are not to be disrespected,",Joseph Pairin Kitingan,Q551372,2015-06-11 11:19:12,1,['http://www.ibtimes.co.in/malaysia-10-western-tourists-blamed-causing-earthquake-by-stripping-mt-kinabalu-face-635524'],E,0.7147,['IN']
20562,2015-06-18-061333,"The recent aftershocks have continued to show that we cannot take this lightly. I therefore urge engineers to take this recent seismic activities in Sabah and factor them into their development projects,",Musa Aman,Q551611,2015-06-18 04:56:00,1,['http://www.dailyexpress.com.my/news.cfm?NewsID=100646'],E,0.8692,['MY']
172021,2015-06-09-058691,They were in Kota Kinabalu on a learning visit when an earthquake struck Sabah last Friday. Our condolences go to their families and loved ones during this difficult period for them. We are hoping and praying that the student and teacher who are still missing will be found soon.,Tony Tan Keng Yam,Q38987,2015-06-09 22:33:47,1,['http://businesstimes.com.sg/government-economy/day-of-national-remembrance-on-monday-after-sabah-quake'],E,0.9637,['SN']
12871,2015-06-08-061413,"Today the Malaysian Communications and Multimedia Commission (MCMC) launched a humanitarian fund to help the victims of the Sabah earthquake. The public may donate using an easy method through SMS,",Ahmad Shabery Cheek,Q4695471,2015-06-08 05:08:00,1,['http://www.thestar.com.my/News/Nation/2015/06/08/Sabah-quake-donation-shaberry'],E,0.9012,['MY']
117412,2017-12-12-075837,"Last year I took a group here after the earthquake and I think Sabah Parks has done a good job in putting up the Ranau Trail and Kota Belud Trail, I will be coming back with another group next month,",Khoo Swee Chiow,Q6402272,2017-12-12 05:59:07,1,['http://www.dailyexpress.com.my/news.cfm?NewsID=121590'],E,0.8522,['MY']
9889,2018-03-11-082411,"Unlike Sumatra, Nepal, Taiwan and Japan, which straddle fast-moving tectonic plate boundaries, Sabah is not a place well-known for destructive earthquakes, so the destructive June 5 (2015) earthquake came as a surprise,",Kerry Sieh,Q6394661,2018-03-11 08:07:16,1,['http://www.dailyexpress.com.my/news.cfm?NewsID=123383'],E,0.9153,['MY']
64936,2018-03-11-075431,"These events have drawn our attention to the fact that they (quake) do occur there (Sabah),",Kerry Sieh,Q6394661,2018-03-11 08:07:16,1,['http://www.dailyexpress.com.my/news.cfm?NewsID=123383'],E,0.88,['MY']
112340,2018-03-11-060187,"Seismic recordings from around the world, measurements of ground deformation from orbiting satellites, and analysis of Sabah's mountainous topography are now helping us to understand what happened and why,",Kerry Sieh,Q6394661,2018-03-11 08:07:16,1,['http://www.dailyexpress.com.my/news.cfm?NewsID=123383'],E,0.9348,['MY']
55774,2018-03-11-038331,"In the past century, Sabah has experienced only three earthquakes greater than the June 5, 2015 magnitude 5.9. In 1923, and 1976, magnitude 6.3 and 6.2 earthquakes occurred about 100km to the southeast (that is, in the Lahad Datu area). In 1951, a magnitude 6.1 earthquake about 50km to the north (that is, the Kudat area).",None,,2018-03-11 08:07:16,1,['http://www.dailyexpress.com.my/news.cfm?NewsID=123383'],E,0.6086,['MY']
102573,2018-10-05-109264,"This is the first building project in Malaysia designed to be earthquake-resistant. This seismic design project will become the standard or benchmark which we can use and follow when constructing government buildings, especially in the East Coast of Sabah,",Amiruddin Hamzah,Q6672058,2018-10-05 01:18:14,1,['http://www.dailyexpress.com.my/news.cfm?NewsID=127723'],E,0.9322,['MY']
20946,2018-03-20-110043,"The addition of these stations had increased the overall seismic stations in Sabah to 28,",Wilfred Madius Tangau,Q24004301,2018-03-20 05:08:17,2,"['http://www.themalaymailonline.com/malaysia/article/improvement-for-sabah-weather-and-earthquake-operations-centre'
 'http://www.theborneopost.com/2018/03/20/improvement-for-sabah-weather-and-earthquake-operations-centre/']",E,0.9367,['MY']
79841,2018-10-08-058232,"The society is well known for their charitable works and an ever willing spirit to help improve the social welfare of the needy in various remote areas of Sabah, such as providing financial aid to the families of the mountain guides who perished in the earthquake a few years back, as well as to the flood and fire victims in Penampang and Kudat,",None,,2018-10-08 03:59:56,1,['http://www.dailyexpress.com.my/news.cfm?NewsID=127763'],E,0.5499,['MY']
17532,2019-02-08-021788,"For example, following the earthquake in Ranau, Sabah, in June 2015, we faced two situations in Kota Belud, namely the lack of water resources during the drought and excess water that led to floods during the wet season,",Wan Azizah Wan Ismail,Q468579,2019-02-08 06:52:37,2,"['http://www.theedgemarkets.com/article/govt-implements-disaster-risk-reduction-measures-holistically-—-wan-azizah'
 'http://thesundaily.my/local/govt-implements-disaster-risk-reduction-measures-holistically-wan-azizah-EN492547']",E,0.8881,['MY']
5955,2019-05-29-053117,"It is my honour to welcome speakers and participants from many states of Malaysia and Brunei to the PATA Human Capacity Building Programme on Risk Mitigation and Crisis Recovery Management workshop organised by PATA and hosted by the Sabah Tourism Board and PATA. Sabah has faced many challenges such as economic downturn, the SARS epidemic, bird flu and earthquakes. However, I'm glad that the Sabah tourism industry, both public and private sector, are resilient and cohesive in working together. With this workshop, we hope that we can develop a strong and effective plan and set up a team in charge of risk mitigation and crisis recovery in the near future to ensure the safety of our tourists visiting Sabah.",None,,2019-05-29 02:48:29,1,['http://traveldailynews.asia/pata-prepares-travel-industry-professionals-in-malaysia-aga'],E,0.8824,['CH']
185642,2019-04-11-117752,"We cannot forget SMART's role during the tropical storm Greg which hit Sabah in 1994, the Mount Kinabalu earthquake in 2015, the Penang landslide in 2017, the MH17 tragedy in Ukraine and the latest, in Pasir Gudang for the chemical waste pollution from March 14 until the operation ended,",Wan Azizah Wan Ismail,Q468579,2019-04-11 05:11:16,1,['http://www.dailyexpress.com.my/news/133707/smart-team-to-mentor-brunei-rescue-team/'],E,0.8879,['MY']
24524,2019-06-14-030186,"I believe the new business relationships forged today will create new in-roads and opportunities for Malaysians to participate in the global value chain. It is also significant that an engagement of this magnitude is held in Sabah. I hope it will allow more opportunities to reach this part of the region in the near future,",Miao Wei,Multiple,2019-06-14 16:11:47,1,['https://www.theborneopost.com/2019/06/15/five-mous-inked-at-malaysia-china-manufacturing-roundtable-meeting/'],E,0.7826,['MY']
