,quoteID,quotation,speaker,qids,date,numOccurrences,urls,phase,speaker_prob,url_countries
182430,2009-10-01-085624,"the samoan earthquake was over 8 [ in magnitude ] and that's very unusual for that area, but a magnitude 7 off sumatra happens about every year,",gary gibson,Multiple,2009-10-01 21:19:37,1,['http://odt.co.nz/news/national/76163/pacific-rim-quakes-not-a-bad-sign-nz'],A,0.5899,['NZ']
42167,2009-09-30-071310,"the president tonight declared a major disaster exists in the territory of american samoa and ordered federal aid to supplement territory and local recovery efforts in the area struck by an earthquake, tsunami, and flooding,",president barack obama,Q76,2009-09-30 04:21:19,3,"['http://timesnow.tv/Obama-declares-Samoa-Tsunami-a-major-disaster/articleshow/4328490.cms'
 'http://mysinchew.com/node/29679'
 'http://abc.net.au/news/stories/2009/09/30/2700899.htm?section=world']",A,0.4548,['MY' 'AS' 'IN']
62323,2009-10-01-085621,"the samoa earthquake occurred within the pacific plate due to the fact it has to bend in order to slide under the australian plate, and that builds up stresses within the plate. that one was within the plate.",robert heath,Multiple,2009-10-01 15:52:33,1,"['http://theaustralian.news.com.au/story/0,,26152319-28737,00.html?from=public_rss']",A,0.6002,['AS']
177015,2009-10-01-085625,"the samoan earthquake was over eight (on the richter scale) and that's very unusual for that area, but a magnitude seven off sumatra happens about every year,",gary gibson,Multiple,2009-10-01 03:14:34,1,['http://news.smh.com.au/breaking-news-national/no-connection-between-two-quakes-expert-20091001-gdat.html'],A,0.7262,['AS']
167781,2009-10-08-092374,"throughout the north of australia and around through the samoan area and down to new zealand-around about 94 per cent of the earth's earthquakes occur in that area,",antony green,Q4777207,2009-10-08 04:38:56,1,['http://abc.net.au/news/stories/2009/10/08/2708538.htm'],A,0.594,['AS']
176917,2009-09-30-049883,"michelle and i send our deepest condolences to the families and loved ones of those who lost their lives in the earthquake and tsunami in american samoa and the region,",president obama,Q76,2009-09-30 13:06:28,2,"['http://feeds.voices.washingtonpost.com/click.phdo?i=14a2e6db758ef18b82d41567f6aada94'
 'http://bettyconfidential.com/ar/h/a/a07599.html']",A,0.5931,['US']
26518,2009-10-27-045645,"let me guess, nash vs hogan at the next ppv and hogan is going to bring in duggan, earthquake, beefcake, macho man, warrior, flair,, the nasty boys and kamala to replace samoa joe, aj styles, sabin, shelley, nigel, and homicide. i can just see the possiblities",eric bischoff,Q285372,2009-10-27 22:32:27,1,['http://411mania.com/wrestling/news/120273'],A,0.5741,['US']
107124,2009-09-30-097419,"while we've averted a natural disaster, we're saddened by the loss of life caused by the earthquake and tsunami in samoa and american samoa,",charmaine tavares,Q5086427,2009-09-30 17:55:17,2,['http://mauinews.com/page/content.detail/id/524232.html'],A,0.5721,['US']
22037,2009-10-01-094207,"this initial contribution will help the governments of samoa and tonga to provide essential supplies and personnel to help those in need following the earthquake and tsunami,",murray mccully,Q58291,2009-10-01 04:36:42,1,['http://pacific.scoop.co.nz/2009/10/1million-to-samoa-tonga-for-emergency-relief/'],A,0.8189,['NZ']
30500,2009-09-30-049885,"michelle and i send our deepest condolences to the families and loved ones of those who lost their lives in the earthquake and tsunami in american samoa and the region. i am closely monitoring these tragic events, and have declared a major disaster for american samoa, which will provide the tools necessary for a full, swift and aggressive response,",president obama,Q76,2009-09-30 14:15:30,2,"['http://boston.com/news/politics/politicalintelligence/2009/09/obama_offers_so.html'
 'http://boston.com/news/politics/politicalintelligence/?rss_id=Top+Stories']",A,0.5182,['US']
112524,2009-10-28-070567,"the disasters from typhoon ketsana in the philippines and vietnam, and the earthquake and tsunami on the samoan islands, combined with the earthquake off the west coast of indonesia have exacted a terrible toll on the people of the asia pacific region,",dennis fentie,Q345859,2009-10-28 01:53:16,1,['http://whitehorsestar.com/archive/story/territory-helps-pacific-relief-cause/'],A,0.5825,['CA']
135993,2009-11-24-014984,"dad owns a shop on the coastline, but when the earthquake hit samoa, mum and dad got separated and dad didn't know what to do,",alex leapai,Q4255665,2009-11-24 07:08:18,1,['http://thereporter.com.au/story/2009/10/28/sports-stars-honoured/'],A,0.6638,['AS']
55361,2009-10-06-040806,"in addition to this, the catholic church's international aid agency, caritas australia, has launched its communities in crisis asia pacific appeal, pledging an initial $250,000 to respond to communities in crisis throughout the tsunami ravaged islands of samoa, american samoa and tonga, the typhoon stricken countries of the philippines, cambodia and vietnam and the earthquake damaged island of sumatra,",philip wilson,Multiple,2009-10-06 21:56:52,1,['http://cathnews.com/article.aspx?aeid=16903'],A,0.6108,['AS']
48663,2009-10-23-066742,"on september 29, an 8.0 earthquake hit american samoa and samoa, subsequently resulting in to a 20-foot tsunami that resulted in major loss of life and property,",hillary clinton,Q6294,2009-10-23 19:19:44,1,['http://everythinglongbeach.com/long-beach-carson-compton-pool-resources-to-send-donations-to-samoa/'],A,0.5403,['US']
12679,2009-10-02-053099,just read about the earthquake in samoa... really have my hands tied trying to find any info in germany... updates appreciated. tons of family.,samoa joe,Q381825,2009-10-02 02:40:54,1,"['http://foxnews.com/story/0,2933,558000,00.html']",A,0.5774,['US']
178511,2009-10-02-090830,"thousands of people on wednesday grappled with the devastation caused by two powerful earthquakes, with landslides leaving scores trapped in rubble in indonesia and a tsunami in the samoas flattening villages and sweeping some residents out to sea,",siti fadilah,Q3118591,2009-10-02 15:19:13,1,['http://medicalnewstoday.com/articles/165997.php'],A,0.5228,['US']
173970,2009-10-09-043351,"it is hard to guess whether there are teleconnections between the samoa earthquake, the sumatra earthquake and this earthquake swarm,",susan hough,Q15460956,2009-10-09 18:05:42,2,"['http://msnbc.msn.com/id/33242122/ns/technology_and_science-science/'
 'http://abc.net.au/science/articles/2009/10/12/2711229.htm']",A,0.6009,['AS' 'US']
32605,2009-10-02-055927,"me and my family are from samoa, i've got a lot of family there that got caught in the tsunami, and it's just sad. it [ the celebration ] was a little bit of a tribute, there are a lot of people going through a hard time at the moment, not just in samoa but in asia [ indonesia was also hit by an earthquake this week ]. i go every year to samoa and it's hard to take, family and other people where i'm from there suffering like that. i just felt in my heart it was the right thing to do.",tim cahill,Multiple,2009-10-02 09:28:07,1,['http://101greatgoals.com/portsmouth%e2%80%99s-chimes-sound-ominously-like-a-funeral-march-tony-cascarino/37534/'],A,0.2181,['SP']
84891,2009-10-10-062869,"when my cell phone lights up, and i see there's a magnitude 8 earthquake in samoa, my first reaction is, `wow, people just died, '",david schwartz,Multiple,2009-10-10 01:47:03,3,"['http://mercurynews.com/bruce-newman/ci_13528733?source=rss'
 'http://mercurynews.com/bay-area-news/ci_13528733?source=rss'
 'http://mercurynews.com/valley/ci_13528733?source=rss']",A,0.584,['US']
143400,2009-10-01-059364,"me and my family are from samoa, i've got a lot of family there that caught in the tsunami, and it's just sad. (the celebration) was a little bit of a tribute, there are a lot of people going through a hard time at the moment, not just in samoa but in asia (indonesia was also hit by an earthquake this week). i go every year to samoa and it's hard to take family and other people where i'm from there suffering like that. i just felt in my heart it was the right thing to do.",david moyes,Q297252,2009-10-01 22:16:42,3,"['http://sportinglife.com/story_get.cgi?STORY_NAME=soccer/09/10/01/manual_225012.html'
 'http://football365.com/story/0,17033,8652_5599590,00.html'
 'http://teamtalk.com/football/story/0,16368,2483_5599754,00.html']",A,0.2702,['UK']
17550,2009-11-21-054863,the tragic events which flowed from the earthquake and tsunami are indelibly etched in our minds and hearts-along with the compassionate and dedicated service we witnessed from you and your colleagues in samoa's moment of need.,david robie,Q5239129,2009-11-21 01:49:29,2,"['http://scoop.co.nz/stories/PA0911/S00307.htm'
 'http://pacific.scoop.co.nz/2009/11/clinicians%e2%80%99-tsunami-response-%e2%80%98a-source-of-pride%e2%80%99/']",A,0.5573,['NZ']
42032,2009-10-02-045359,"it is very devastating to know a second earthquake hit in north samoa, we are doing everything we can to assist there. red cross has been there since beginning,",nikki williams,Q13257763,2009-10-02 11:00:50,1,['http://10tv.com/live/content/onnnews/stories/2009/10/02/earthquake_help.html?type=rss&cat=&sid=102'],A,0.5326,['US']
149900,2009-10-18-025574,in order to support american samoa as they respond to the earthquake and the resulting tsunami.,craig fugate,Q5180980,2009-10-18 10:29:16,1,['http://nationalpost.com/scripts/story.html?id=2048140'],A,0.5368,['CA']
207339,2009-10-02-076338,"the first one was at the northern end of samoa, but most of the aftershocks have been in tonga,",gary gibson,Multiple,2009-10-02 05:00:40,5,"['http://au.rd.yahoo.com/news/rss/top_stories/*http://au.news.yahoo.com/a/-/latest/6138035/pacific-aftershocks-to-continue-expert/'
 'http://news.smh.com.au/breaking-news-national/pacific-aftershocks-to-continue-expert-20091002-gg1q.html'
 'http://news.theage.com.au/breaking-news-national/pacific-aftershocks-to-continue-expert-20091002-gg1q.html'
 'http://brisbanetimes.com.au/world/quake-an-aftershock-20091002-gg0c.html'
 'http://smh.com.au/environment/samoa-tsunami-no-hope-for-missing-as-feared-toll-climbs-20091002-gg7k.html']",A,0.6746,['US' 'AS']
123380,2009-10-01-085626,"the samoan quake may have disturbed the plate movement causing the sumateran quake,",teoh beng hock,Q3360636,2009-10-01 13:27:19,1,['http://nst.com.my/articles/20091001205054/Article/index_html'],A,0.6287,['MY']
212602,2009-09-29-001422,a tsunami watch is issued for the state of hawaii effective at 0805 am hst. an earthquake has occurred with these preliminary parameters origin time - 0748 am hst 29 sep 2009 coordinates - 15.3 south 171.0 west location-samoa islands region magnitude - 7.9 moment evaluation based on all available data a tsunami may have been generated by this earthquake that could be destructive on coastal areas even far from the epicenter. an investigation is underway to determine if there is a tsunami threat to hawaii. if tsunami waves impact hawaii the estimated earliest arrival of the first tsunami wave is 0111 pm hst tue 29 sep 2009 messages will be issued hourly or sooner as conditions warrant.,monica lewinsky,Q212659,2009-09-29 18:47:09,1,['http://templeofmut.wordpress.com/2009/09/29/science-news-7-9-earthquake-in-samoa-tsunami-watch-in-hawaii/'],A,0.3929,['US']
