,quoteID,quotation,speaker,qids,date,numOccurrences,urls,phase,speaker_prob,url_countries
164922,2009-12-03-095596,"the countless funds and charities organised to collect and distribute aid to victims of wars, for example the palestinians, or for natural disasters such as the recent earthquake in padang, sumatra reflected the media's compassion,",anifah aman,Q4764583,2009-12-03 23:58:49,1,['http://thestar.com.my/news/story.asp?file=/2009/12/4/nation/5238172&sec=nation'],A,0.5744,['MY']
181882,2009-10-30-076149,over 532.4 metric tons of humanitarian aid was flown into idonesian region of padang-pariaman after the earthquake.,None,,2009-10-30 17:08:53,1,['http://werichanel.wordpress.com/2009/10/30/over-532-4-metric-tons-of-humanitarian-aid-was-flown-into-idonesian-region-of-padang-pariaman-after-the-earthquake/'],A,0.523,['US']
113628,2009-10-02-102173,"we'd been in padang for three hours after flying in from bali. a local at the airport had given us a lift in to town and helped us find accommodation - we got the last two beds at the spice homestay. we walked inside and dropped our gear off, said hello to a few people who were staying in the same room then went outside to withdraw some money and get something to eat when the quake happened. me and my mate had our passports, all our gear, three brand new boards, everything was in there.",None,,2009-10-02 07:04:03,1,['http://surfinglife.com.au/news/asl-news/2076-eyewitness-accounts-from-the-sumatra-earthquake'],A,0.5053,['AS']
50309,2009-10-06-058453,"now that the general elections are over, they see no benefit in sending aid or volunteers to assist the victims of the padang quake,",siti zuhro,Q19745415,2009-10-06 02:42:34,1,['http://thejakartapost.com/news/2009/10/06/w-sumatra-quake-less-attractive-political-parties.html'],A,0.6229,['ID']
53100,2009-10-01-098901,"unfortunately however the ground-shaking in padang was enough to collapse the roofs of many buildings. probably if buildings, notably hospitals, had been better constructed fewer people would have died. often it is schools-built at public expense but on the cheap - that fall down. maybe that is a story that will emerge from padang too, though because the quake was after 5pm local time maybe the schools were empty by then.",bill mcguire,Multiple,2009-10-01 01:01:50,1,['http://pacific.scoop.co.nz/2009/10/depth-of-quake-meant-sumatra-avoided-tsunami/'],A,0.5403,['NZ']
19980,2009-10-29-027901,"for `no country for old men,' i had to beef up. for this, i had to be lean. i lost 30 pounds in one month. a 1,200-calorie-a-day diet and 13-mile hike each day. then i went with a couple of guys to indonesia on a surfing trip, which included 14 days in padang at the time of the tsunami and earthquake. we actually felt the earthquake. seems things always happen to me just as i start a movie. i busted my shoulder before we did `old country' and was in an earthquake before `wall street.' my assistant says it's all good luck. after what i've been through slimming down for this, we better end up making good money.",harry reid,Multiple,2009-10-29 10:36:04,2,['http://nypost.com/p/pagesix/cindy_adams/wall_street_wakes_on_east_th_street_5MZgtSbQ6T6WmNgw08TK2I'],A,0.3945,['US']
78442,2009-10-08-017673,"for example, if you lost contact with your relative in padang but you are unable to go to the quake area, just send the person's identity via sms to 9731,",basuki yusuf iskandar,Q12474912,2009-10-08 09:19:46,1,['http://thejakartapost.com/news/2009/10/08/sms-center-set-quake-victims.html'],A,0.8302,['ID']
101211,2009-10-04-066357,"the issue actually does not arise because after the earthquake had hit padang, some parents asked their children to stay on to help the victims while there are also those who want their children to return there when the situation returns to normal.",muhyiddin yassin,Q1060949,2009-10-04 11:30:15,1,['http://nst.com.my/articles/20091004190044/Article/index_html'],A,0.7315,['MY']
46108,2009-10-21-054967,"just two days after the earthquake, when we were still scrambling to unearth victims from the rubble, an australian search and rescue team had arrived in padang,",marlis rahman,Q12497115,2009-10-21 12:53:30,1,['http://thejakartapost.com/news/2009/10/21/australia-donates-a12-million-reconstruction-west-sumatra.html'],A,0.4471,['ID']
144427,2009-10-01-081433,the government has declared evacuation of victims the top priority of humanitarian efforts in padang and pariaman following a 7.6-magnitude earthquake that rattled the west sumatra towns on wednesday. coordinating minister for people's welfare aburizal bakrie said thousands of people might have remained trapped under the rubble as the quake caused many buildings to collapse.,richard harris,Multiple,2009-10-01 11:53:05,1,['http://npr.org/blogs/thetwo-way/2009/10/indonesia_earthquake_samoa.html?ft=1&f=103943429'],A,0.5665,['US']
