,quoteID,quotation,speaker,qids,date,numOccurrences,urls,phase,speaker_prob,url_countries
30839,2018-02-06-077825,Major 6.4 earthquake in #Hualien. Armed forces & government agencies are responding. Relief measures are underway. Stay safe.,Tsai Ing-wen,Q233984,2018-02-06 00:00:00,6,"['http://feeds.foxnews.com/~r/foxnews/world/~3/3v0Rf2zcelc/earthquake-in-taiwan-leaves-2-dead-5-trapped-more-than-170-others-missing.html'
 'http://feeds.foxnews.com/~r/foxnews/world/~3/AS-k3J5-UJA/6-4-magnitude-earthquake-shakes-taiwan-topples-buildings-reports-say.html'
 'http://feeds.foxnews.com/~r/foxnews/world/~3/ga8TEewcAlQ/2-killed-more-than-140-injured-after-6-4-magnitude-earthquake-strikes-taiwans-coast.html'
 'http://feeds.foxnews.com/~r/foxnews/world/~3/ljliFua-BlM/people-believed-trapped-under-toppled-hotel-after-6-4-magnitude-earthquake-shakes-taiwan.html'
 'http://www.foxnews.com/world/2018/02/06/2-killed-more-than-140-injured-after-6-4-magnitude-earthquake-strikes-taiwans-coast.html'
 'http://www.msn.com/en-gb/news/world/2-killed-more-than-140-injured-after-64-magnitude-earthquake-strikes-taiwans-coast/ar-BBIMECc?srcref=rss']",E,0.9699,['US']
77865,2018-02-07-141454,"This is the worst earthquake in the history of Hualien, or at least over the past 40 years that I've been alive.",Pope Francis,Q450675,2018-02-07 00:00:00,119,"['http://apr.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://ewn.co.za/2018/02/07/at-least-five-killed-60-missing-after-quake-rocks-taiwan-tourist-area'
 'http://hppr.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://ijpr.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://kalw.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://kazu.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://kbia.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://keranews.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://ketr.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://kgou.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://kios.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://klcc.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://kmuw.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://knba.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://kosu.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://krcc.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://krvs.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://ktep.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://kunm.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://kwbu.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://mtpr.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://news.wfsu.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://nhpr.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://northernpublicradio.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://peconicpublicbroadcasting.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://radio.wpsu.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://ripr.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://tpr.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://ualrpublicradio.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://unionleader.com/article/20180207/NEWS07/180209315'
 'http://upr.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wbaa.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wbgo.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wboi.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wcbe.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wdiy.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wemu.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wesa.fm/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wesm913.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wfae.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wkar.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wknofm.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wlrn.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wmot.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wncw.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wnmufm.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wshu.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wuky.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wunc.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wuwm.com/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wvpublic.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wvtf.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wvxu.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wwno.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://www.businesstimes.com.sg/government-economy/at-least-seven-killed-67-missing-after-quake-rocks-taiwan-tourist-area'
 'http://www.hitz939.com.au/news/national-news/121068-six-killed-60-missing-after-taiwan-quake'
 'http://www.kenw.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://www.ksmu.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://www.kuer.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://www.unionleader.com/article/20180207/NEWS07/180209315&source=RSS'
 'http://wxpr.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wxxinews.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wyomingpublicmedia.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wypr.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'http://wyso.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'https://www.npr.org/sections/thetwo-way/2018/02/07/584001592/rescuers-in-taiwan-brave-the-big-quakes-trembling-aftermath?utm_medium=RSS&utm_campaign=storiesfromnpr'
 'http://www.theglobeandmail.com/news/world/at-least-six-killed-60-missing-after-earthquake-rocks-taiwan-tourist-area/article37889072/'
 'https://www.theglobeandmail.com/news/world/at-least-six-killed-60-missing-after-earthquake-rocks-taiwan-tourist-area/article37889072/?cmpid=rss1'
 'http://msn.com/en-us/news/world/at-least-five-killed-60-missing-after-quake-rocks-taiwan-tourist-area/ar-BBIMgYU?li=BBnbcA1'
 'http://feeds.reuters.com/~r/Reuters/worldNews/~3/_oJasHD3Wd4/at-least-six-killed-60-missing-after-quake-rocks-taiwan-tourist-area-idUSKBN1FR08I'
 'http://in.reuters.com/article/taiwan-quake/at-least-six-killed-60-missing-after-quake-rocks-taiwan-tourist-area-idINKBN1FQ2DV?il=0'
 'http://www.reuters.com/article/us-taiwan-quake/at-least-six-killed-60-missing-after-quake-rocks-taiwan-tourist-area-idUSKBN1FR08I?il=0'
 'http://feeds.reuters.com/~r/Reuters/UKTopNews/~3/Ib2FPpjywyU/at-least-six-killed-60-missing-after-quake-rocks-taiwan-tourist-area-idUKKBN1FR08K'
 'http://uk.reuters.com/article/uk-taiwan-quake/at-least-six-killed-60-missing-after-quake-rocks-taiwan-tourist-area-idUKKBN1FR08K'
 'https://ca.news.yahoo.com/least-two-killed-150-missing-quake-rocks-taiwan-021658278--finance.html'
 'http://nz.sports.yahoo.com/six-killed-60-missing-taiwan-quake-115134337--spt.html'
 'http://www.illawarramercury.com.au/story/5213420/six-killed-60-missing-after-taiwan-quake/?cs=5'
 'http://thestar.com.my/news/world/2018/02/07/at-least-two-killed-150-missing-after-quake-rocks-taiwan-tourist-area/'
 'http://msn.com/en-us/news/world/at-least-six-killed-60-missing-after-quake-rocks-taiwan-tourist-area/ar-BBIMgYU?li=BBnbfcL'
 'http://www.emirates247.com/news/at-least-five-killed-60-missing-after-quake-rocks-taiwan-tourist-area-2018-02-07-1.665078'
 'http://uk.reuters.com/article/uk-taiwan-quake/at-least-six-killed-60-missing-after-quake-rocks-taiwan-tourist-area-idUKKBN1FR08K?il=0'
 'http://www.theedgemarkets.com/article/least-six-killed-60-missing-after-quake-rocks-taiwan-tourist-area'
 'http://msn.com/en-au/news/world/at-least-six-killed-60-missing-after-quake-rocks-taiwan-tourist-area/ar-BBIMrcG?li=AAgfIYZ'
 'http://msn.com/en-au/news/world/at-least-six-killed-60-missing-after-quake-rocks-taiwan-tourist-area/ar-BBIMrcG?li=AAgfLCP'
 'http://msn.com/en-au/news/world/at-least-six-killed-60-missing-after-quake-rocks-taiwan-tourist-area/ar-BBIMrcG?li=AAgfYrC'
 'http://www.radioaustralia.net.au/international/2018-02-08/taiwan-earthquake-magnitude64-quake-leaves-at-least-six-dead-60-people-missing/1734592'
 'http://news.yahoo.com/news/least-two-killed-150-missing-quake-rocks-taiwan-021307398--finance.html'
 'http://www.reuters.com/article/us-taiwan-quake/at-least-seven-killed-67-missing-after-quake-rocks-taiwan-tourist-area-idUSKBN1FR08I?il=0'
 'http://news.yahoo.com/news/least-two-killed-150-missing-quake-rocks-taiwan-021658278--finance.html'
 'http://uk.reuters.com/article/uk-taiwan-quake/at-least-seven-killed-67-missing-after-quake-rocks-taiwan-tourist-area-idUKKBN1FR08K'
 'http://uk.reuters.com/article/uk-taiwan-quake/at-least-seven-killed-67-missing-after-quake-rocks-taiwan-tourist-area-idUKKBN1FR08K?il=0'
 'http://in.reuters.com/article/taiwan-quake/at-least-seven-killed-67-missing-after-quake-rocks-taiwan-tourist-area-idINKBN1FQ2DV'
 'http://timesofindia.indiatimes.com/world/rest-of-world/at-least-seven-killed-67-missing-after-quake-rocks-taiwan-tourist-area/articleshow/62824104.cms'
 'http://www.msn.com/en-us/news/world/at-least-7-killed-67-missing-after-quake-rocks-taiwan-tourist-area/ar-BBIMgYU'
 'https://www.irishmirror.ie/news/world-news/taiwan-rocked-57-magnitude-earthquake-11987084'
 'http://www.newshub.co.nz/home/world/2018/02/seven-dead-67-missing-after-taiwan-quake.html'
 'https://www.deseretnews.com/article/865695719/Mormon-missionaries-safe-following-powerful-Taiwan-quake.html'
 'https://thenewdaily.com.au/news/world/2018/02/08/taiwan-earthquake-dozens-missing/'
 'http://fiveaa.com.au/content/seven-dead-67-missing-after-taiwan-quake'
 'http://www.radioaustralia.net.au/international/2018-02-08/taiwan-earthquake-magnitude64-quake-leaves-at-least-seven-dead-67-people-missing/1734592'
 'http://www.netnewsledger.com/2018/02/07/earthquake-hits-taiwan-many-injured-death-toll-expect-rise/'
 'http://www.ideastream.org/news/rescuers-in-taiwan-brave-the-big-quakes-trembling-aftermath'
 'http://www.wfdd.org/story/rescuers-taiwan-brave-big-quakes-trembling-aftermath'
 'https://www.wuft.org/nation-world/2018/02/07/rescuers-in-taiwan-brave-the-big-quakes-trembling-aftermath/'
 'http://asia.nikkei.com/Politics-Economy/Policy-Politics/At-least-six-killed-60-missing-after-quake-rocks-Taiwan-tourist-area'
 'https://www.theepochtimes.com/at-least-seven-killed-67-missing-after-earthquake-rocks-taiwan-tourist-area_2435894.html'
 'http://www.opb.org/news/article/npr-rescuers-in-taiwan-brave-the-big-quakes-trembling-aftermath/'
 'http://news.opb.org/news/article/npr-rescuers-in-taiwan-brave-the-big-quakes-trembling-aftermath/'
 'http://www.kpbs.org/news/2018/feb/07/rescuers-in-taiwan-brave-the-big-quakes-trembling/'
 'http://www.gulf-times.com/story/580938/Seven-killed-260-hurt-67-missing-in-Taiwan-quake#section_244'
 'http://wmot.org/post/rescuers-taiwan-brave-big-quakes-trembling-aftermath-0'
 'http://www.ejinsight.com/20180208-new-quake-shakes-taiwan-s-hualien-as-death-toll-rises/'
 'http://www.abc.net.au/news/2018-02-08/taiwan-earthquake-leaves-at-least-six-dead-and-60-missing/9406652'
 'http://malaysiandigest.com/world/721976-at-least-seven-killed-67-missing-after-quake-rocks-taiwan-tourist-area.html'
 'http://www.travelweekly.com.au/article/tourists-trapped-in-taiwanese-hotel-after-severe-earthquake/'
 'http://www.capradio.org/news/npr/story?storyid=584001592'
 'http://www.khmertimeskh.com/107066/rescuers-scour-hualien-rubble/'
 'http://www.khmertimeskh.com/50107066/rescuers-scour-hualien-rubble/'
 'http://asia.nikkei.com/Politics-Economy/Policy-Politics/At-least-seven-killed-67-missing-after-quake-rocks-Taiwan-tourist-area']",E,0.681,['SN' 'CA' 'JA' 'IN' 'SF' 'US' 'EI' 'AS' 'NZ' 'CH' 'QA' 'CB' 'AE' 'MY']
28407,2018-02-07-001836,"A Filipino caretaker, whose identity we are withholding until the family in the Philippines is informed, was injured in the Hualien earthquake. MECO team now proceeding to the hospital to check on her condition,",Lito Banayo,Q16910133,2018-02-07 11:32:41,1,['http://journal.com.ph/news/top-stories/magnitude-6-4-quake-hits-taiwan-2-dead-more-than-200-injured'],E,0.687,['RP']
93839,2018-02-08-157937,"We have strong earthquakes all the time in Hualien and it's really bizarre that our building collapsed,",Huang Chang,Multiple,2018-02-08 09:46:37,16,"['http://in.reuters.com/article/taiwan-quake/earthquake-hit-taiwan-city-still-on-edge-as-rescuers-hunt-survivors-idINKBN1FS0AB'
 'http://www.reuters.com/article/us-taiwan-quake/earthquake-hit-taiwan-city-still-on-edge-as-rescuers-hunt-survivors-idUSKBN1FS08Q?il=0'
 'http://www.theedgemarkets.com/article/earthquakehit-taiwan-city-still-edge-rescuers-hunt-survivors'
 'http://hamodia.com/2018/02/08/earthquake-hit-taiwan-city-still-edge-rescuers-hunt-survivors/'
 'https://au.news.yahoo.com/world/a/38873402/aftershocks-rattle-taiwan-toll-rises-to-9/'
 'https://uk.news.yahoo.com/aftershocks-rattle-taiwan-quake-toll-rises-nine-62-020706768--finance.html'
 'http://malaysiandigest.com/frontpage/29-4-tile/722111-earthquake-hit-taiwan-city-still-on-edge-as-rescuers-hunt-survivors.html'
 'http://news.yahoo.com/news/aftershocks-rattle-taiwan-quake-toll-rises-nine-62-021059619--finance.html'
 'http://www.reuters.com/article/us-taiwan-quake/earthquake-hit-taiwan-city-still-on-edge-as-rescuers-hunt-survivors-idUSKBN1FS08Q'
 'http://www.news.com.au/world/breaking-news/aftershocks-rattle-taiwan-toll-rises-to-9/news-story/f15ff89076101fb89c56ec14272997ac'
 'https://www.theepochtimes.com/earthquake-hit-taiwan-city-still-on-edge-as-rescuers-hunt-survivors_2436117.html'
 'http://www.netnewsledger.com/2018/02/08/earthquake-taiwan-hualien-still-reeling-rescue-efforts-continue/'
 'http://uk.reuters.com/article/uk-taiwan-quake/earthquake-hit-taiwan-city-still-on-edge-as-rescuers-hunt-survivors-idUKKBN1FS08U?il=0'
 'http://gulfnews.com/news/asia/other/earthquake-hit-taiwan-city-still-on-edge-as-rescuers-hunt-survivors-1.2170512'
 'http://www.newshub.co.nz/home/world/2018/02/death-toll-at-10-after-taiwan-earthquake.html'
 'https://www.brecorder.com/2018/02/08/398005/earthquake-hit-taiwan-city-still-on-edge-as-rescuers-hunt-survivors/']",E,0.77,['MY' 'AS' 'NZ' 'IS' 'CA' 'PK' 'AE' 'US']
36450,2018-02-14-071247,"It is deeply regrettable that at a time when our nation is recovering from the aftermath of the Hualien earthquake, Beijing chose to blatantly publicize its suppression of Taiwan, hurting the feelings of Taiwanese and provoking negative reactions,",Andrew Lee,Multiple,2018-02-14 00:00:00,1,['http://www.taipeitimes.com/News/front/archives/2018/02/14/2003687614'],E,0.8766,['TW']
118188,2018-10-20-063361,"was particularly felt in the aftermath of the Hualien earthquake in February and the flooding in southern Taiwan in August,",Tsai Ing-wen,Q233984,2018-10-20 16:01:08,1,['http://taipeitimes.com/News/taiwan/archives/2018/10/21/2003702773'],E,0.8046,['TW']
49532,2018-02-13-005874,"Although Hualien is still a safe place to visit, the powerful quake is having a lot of negative effects on the city's economy, but I believe Hualien residents have the wherewithal to recover from this,",Shu Tao,Multiple,2018-02-13 00:00:00,1,['http://www.taipeitimes.com/News/taiwan/archives/2018/02/13/2003687560'],E,0.7808,['TW']
13908,2018-02-13-018356,"China's continuous oppression of Taiwan in the international arena when Taiwan is still embroiled in the aftermath of the Hualien earthquake will only hurt the feelings of the Taiwanese people and give them a negative impression of Beijing,",Andrew Lee,Multiple,2018-02-13 03:14:56,1,['http://www.globalsecurity.org/wmd/library/news/taiwan/2018/taiwan-180212-cna01.htm'],E,0.6786,['SY']
59749,2018-02-19-084892,"The earthquake has passed, but the beauty of Hualien remains unchanged,",William Lai,Q3847080,2018-02-19 00:00:00,1,['http://www.taipeitimes.com/News/taiwan/archives/2018/02/19/2003687879'],E,0.8891,['TW']
84801,2018-02-16-043530,"I have been to Hualien twice since the earthquake. I have seen the full mobilization of our armed forces for relief and rescue efforts, as well as rescue teams from different parts of the country volunteering to join the front line and risking life and limb to aid people trapped under rubble,",Tsai Ing-wen,Q233984,2018-02-16 00:00:00,1,['http://www.taipeitimes.com/News/front/archives/2018/02/16/2003687727'],E,0.55,['TW']
