,quoteID,quotation,speaker,qids,date,numOccurrences,urls,phase,speaker_prob,url_countries
107088,2009-01-27-005550,"born a generation ahead of him [ maurice strong ] were his distant cousins tracy and anna louise strong. the children of a congregationalist missionary based in friend, nebraska, their lineage went all the way back to the men who helped endow harvard and yale. christian activist tracy strong became a director of the ymca's prisoners' aid committee alliance, based in geneva. anna louise strong, his sister, was a marxist and a journalist and possibly a spy, although for whom it is difficult to be certain. in 1921, she got into the new soviet union as part of a quaker aid committee and got to know members of the emerging soviet hierarchy, including trotsky; she wrote about the new soviet union for the nation and for hearst international. she became a member of the comintern, later married the soviet union's wartime deputy minister of agriculture (a man who was purged later by stalin). during the period between the two wars she traveled in china, corresponded and dined with eleanor roosevelt, wrote in praise of franklin delano roosevelt's new deal. she was treated with deep suspicion by the fbi, who thought she worked for stalin's notorious spymaster beria, but she also lectured at stanford to u.s. intelligence personnel headed to china. in fact, she was flown to china by the u.s. navy right after the war's end. she spent two years with mao and chou en-lai in the crucial period leading up to the defeat of the kuomintang. when she returned, she carried secret messages from chou en-lai. she was arrested in 1949 during a trip to the u.s.s.r. as an american spy. after mao was victorious in china, she was denied her u.s. passport, and her association with persons in the u.s. state department was listed as part of the grounds for their dismissals. nevertheless, she managed to visit a nephew working in mexico working for the rockefeller foundation and visit guatemala in 1954 [ the date of the cia's coup d'état against jacobo arbenz as an alleged communist ], writing in praise of president arbenz. she returned to china during the cultural revolution and died there in 1970, a full-fledged friend of the revolution, her burial organized by chou en-lai himself. in part because of his connections to anna louise strong, the chinese trusted maurice strong.",prince philip,Q80976,2009-01-27 01:59:11,1,['http://forum.prisonplanet.com/index.php?topic=82269.msg468586#msg468586'],A,0.4775,['US']
97479,2010-01-25-055426,"on january 11, there were two 4.9 earthquakes in central america around guatemala,",john gosse,Q6235848,2010-01-25 07:39:17,2,"['http://dal.ca/news/2010/01/22/earthquake.html'
 'http://newswise.com/articles/view/560660/?sc=rsla']",A,0.7943,['US' 'CA']
108526,2010-11-13-028858,it's an earthquake for a country like guatemala.,carlos castresana,Q48278628,2010-11-13 18:48:16,44,"['http://dailycaller.com/2010/11/13/un-backed-investigators-shake-up-guatemala/'
 'http://us.rd.yahoo.com/dailynews/rss/latam/*http://news.yahoo.com/s/ap/20101113/ap_on_re_la_am_ca/lt_guatemala_war_on_impunity'
 'http://us.rd.yahoo.com/dailynews/rss/mexico/*http://news.yahoo.com/s/ap/20101113/ap_on_re_la_am_ca/lt_guatemala_war_on_impunity'
 'http://kansascity.com/2010/11/13/2428193/un-backed-investigators-shake.html'
 'http://boston.com/news/world/latinamerica/articles/2010/11/13/un_backed_investigators_shake_up_guatemala?rss_id=Boston.com+--+Latest+news'
 'http://news9.com/Global/story.asp?S=13496974'
 'http://newson6.com/Global/story.asp?S=13496974'
 'http://daytondailynews.com/news/nation-world-news/un-backed-investigators-shake-up-guatemala-1002621.html?cxtype=rss_nation-world'
 'http://ajc.com/news/nation-world/un-backed-investigators-shake-740069.html?cxtype=rss_news_82109'
 'http://miamiherald.com/2010/11/13/1924097/un-backed-investigators-shake.html'
 'http://charlotteobserver.com/2010/11/13/1835729/un-backed-investigators-shake.html'
 'http://star-telegram.com/2010/11/13/2628664/un-backed-investigators-shake.html'
 'http://whnt.com/news/nationworld/sns-ap-lt-guatemala-war-on-impunity,0,1323907.story'
 'http://wnep.com/news/sns-ap-lt-guatemala-war-on-impunity,0,6365445.story'
 'http://heraldonline.com/2010/11/13/2612282/un-backed-investigators-shake.html'
 'http://dailypress.com/news/national/sns-ap-lt-guatemala-war-on-impunity,0,266109.story'
 'http://feeds.cbsnews.com/%7Er/CBSNewsTravelGuru/%7E3/Y9X_3q99A0M/main7051660.shtml'
 'http://sfexaminer.com/world/107785709.html'
 'http://washingtonexaminer.com/world/107785709.html'
 'http://us.rd.yahoo.com/dailynews/rss/latam/*http://news.yahoo.com/s/ap/20101114/ap_on_re_la_am_ca/lt_guatemala_war_on_impunity'
 'http://us.rd.yahoo.com/dailynews/rss/mexico/*http://news.yahoo.com/s/ap/20101114/ap_on_re_la_am_ca/lt_guatemala_war_on_impunity'
 'http://ajc.com/news/nation-world/u-n-backed-investigators-740069.html?cxtype=rss_news_82109'
 'http://daytondailynews.com/news/nation-world-news/u-n-backed-investigators-shake-up-guatemala-1002621.html?cxtype=rss_nation-world'
 'http://wbay.com/Global/story.asp?S=13496974'
 'http://sfexaminer.com/world/guatemala-close-to-failed-state-un-backed-investigators-shake-up-ruling-elite-107785709.html'
 'http://washingtonexaminer.com/world/guatemala-close-to-failed-state-un-backed-investigators-shake-up-ruling-elite-107785709.html'
 'http://wdam.com/Global/story.asp?S=13496974'
 'http://klkntv.com/Global/story.asp?S=13496974'
 'http://kwqc.com/Global/story.asp?S=13496974'
 'http://news-sentinel.com/apps/pbcs.dll/article?AID=/20101114/NEWS/11150303'
 'http://news.yahoo.com/s/ap/20101114/ap_on_re_la_am_ca/lt_guatemala_war_on_impunity'
 'http://wkrn.com/Global/story.asp?S=13496974'
 'http://breitbart.com/article.php?id=D9JFO8DO0&show_article=1'
 'http://us.rd.yahoo.com/dailynews/rss/latam/*http://news.yahoo.com/s/ap/lt_guatemala_war_on_impunity'
 'http://us.rd.yahoo.com/dailynews/rss/mexico/*http://news.yahoo.com/s/ap/lt_guatemala_war_on_impunity'
 'http://us.rd.yahoo.com/dailynews/rss/mostviewed/*http://news.yahoo.com/s/ap/20101114/ap_on_re_la_am_ca/lt_guatemala_war_on_impunity'
 'http://kionrightnow.com/Global/story.asp?S=13496974'
 'http://denverpost.com/nationworld/ci_16607698?source=rss'
 'http://live5news.com/Global/story.asp?S=13496974'
 'http://kswo.com/Global/story.asp?S=13496974'
 'http://sfexaminer.com/world/guatemala-close-to-failed-state-un-backed-investigators-shake-up-ruling-elite-107981309.html'
 'http://pheedo.msnbc.msn.com/click.phdo?i=9860676cc84458a95886b187a1d4ac76'
 'http://philly.com/r?19=961&43=165776&44=111739034&32=3796&7=195377&40=http%3A%2F%2Fwww.philly.com%2Fphilly%2Fnews%2Fnation_world%2F20101212_Guatemala_s_elite_resists_outside_anticrime_effort.html']",C,0.6264,['US']
3519,2010-02-28-045313,"secretary of state hillary rodham clinton is heading to latin america on a weeklong, five-nation tour expected to be dominated by the earthquake in chile and building support for fresh penalties against iran. clinton plans to leave washington on sunday evening to attend the inauguration of uruguay's new president, ex-guerrilla jose mujica. unless the earthquake alters her itinerary, clinton is due late monday in chile, where she will offer support for disaster rescue and recovery efforts. in brazil, clinton will seek support for more penalties on iran over its nuclear program. brazil is a voting member of the u.n. security council and has been reluctant to impose additional penalties. clinton wraps up the trip with stops in costa rica and guatemala.",hillary rodham clinton,Q6294,2010-02-28 15:27:39,1,['http://politico.com/playbook/0210/playbook972.html'],A,0.5386,['US']
105055,2010-01-28-079794,"rice is a key staple for the haitian people and about 90 per cent of the rice consumed some guyanese might be willing to take haitians into their homes-dear editor, permit me to most sincerely congratulate president bharrat jagdeo not only for his gove mental case-early monday morning, ms alexis felix a 30-year-old mother of three, picked up her youngest child-cuba, us set for migration talks next month-havana (reuters) - cuban and us negotiators will meet in february for a second round of talks on mig reader comments leave a reply click here to cancel reply. name (required) mail (will not be published) (required) website about comments the comments section of this website is intended to provide a forum for reasoned and reasonable debate on the newspaper's content and is an extension of the newspaper and what it has become well known for over its history: accuracy, balance and fairness. we reserve the right to edit/delete comments which contain attacks on other users, slander, coarse language and profanity, and gratuitous and incendiary references to race and ethnicity. curious about the little images next to each commenter's name? go here and sign up using the same email address you used to register for stabroeknews.com then upload your image and confirm it. more articles in world news us politician john edwards and wife separate - 0 comments man rescued from rubble 14 days after haiti quake - 41 comments koreas exchange fire near sea border, markets drop - 1 comments guatemala arrests ex-president wanted by u.s. - 0 comments pope john paul flagellated himself, new book says - 0 comments iraq suicide bomb kills 17 at police forensics lab - 0 comments student killed in venezuela tv station protests - 0 comments `bloodied' haiti and donors look at recovery plans - 0 comments ninety feared dead in ethiopian plane crash - 0 comments baghdad bombs kill 36, chemical ali hanged - 0 comments haiti telethon raises charity estimate to $61 mln - 0 comments us, brazilian troops hand out aid in haiti slum - 3 comments classifieds",porfirio lobo,Q4737,2010-01-28 09:09:12,1,['http://stabroeknews.com/2010/world/01/28/honduran-zelaya-flies-into-exile-ending-crisis/'],A,0.594,['GY']
118048,2010-12-25-015478,"may the light of christmas shine forth anew in the land where jesus was born, and inspire israelis and palestinians to strive for a just and peaceful coexistence. may the comforting message of the coming of emmanuel ease the pain and bring consolation amid their trials to the beloved christian communities in iraq and throughout the middle east; may it bring them comfort and hope for the future and bring the leaders of nations to show them effective solidarity. may it also be so for those in haiti who still suffer in the aftermath of the devastating earthquake and the recent cholera epidemic. may the same hold true not only for those in colombia and venezuela, but also in guatemala and costa rica, who recently suffered natural disasters.",pope benedict xvi,Q2494,2010-12-25 14:17:20,1,['http://huliq.com/3257/pope-urbi-et-orbi-message-urges-persecuted-christians-be-brave'],C,0.6923,['US']
237242,2011-04-13-005185,"arizona's law has created actual foreign policy problems of a magnitude far greater than incidental. thus far, the following foreign leaders and bodies have publicly criticized arizona's law: the presidents of mexico, bolivia, ecuador, el salvador, and guatemala; the governments of brazil, colombia, honduras, and nicaragua; the national assemblies in ecuador and nicaragua and the central american parliament; six human rights experts at the united nations; the secretary general and many permanent representatives of the organization of american states; the inter-american commission on human rights; and the union of south american nations.",richard paez,Multiple,2011-04-13 03:36:30,1,['http://vdare.com/washington_watcher/110412_arizona_law.htm'],C,0.6535,['US']
102129,2011-11-24-007747,currently us capital energy is conducting seismic surveying inside the park and outside the park. we have been monitoring; first to show that they are in compliance and also trying to determine the impact that the seismic trails that they are cutting from the belize border and guatemala side and near the sarstoon river that comes into the park.,jose sanchez,Multiple,2011-11-24 05:38:19,1,['http://edition.channel5belize.com/archives/63664'],C,0.549,['BH']
21234,2011-11-24-067493,what is extremely of concern to us is the impact that the seismic trails that the company is cutting is having on the park. we have identified that illegal logging by guatemalans who use the trail to access timber resource in the park have intensified. we have been documenting that. it raises concern because it is extremely difficult terrain and it is extremely expensive to man the border in that area on a 24/7.,jose sanchez,Multiple,2011-11-24 05:38:19,1,['http://edition.channel5belize.com/archives/63664'],C,0.7793,['BH']
147231,2011-07-20-070785,"the magnitude of the challenges faced today by guatemala, above all those from the activities of organized crime, make it indispensable for the election to be another show of national unity to strengthen democracy and respect citizen institutions.",jos ? miguel insulza,Q1357872,2011-07-20 19:29:09,1,['http://thebahamasweekly.com/publish/oas-media-releases/OAS_Secretary_General_Calls_for_National_Unity_and_Respect_for_Institutions_in_Guatemala17017.shtml'],C,0.5771,['BF']
229443,2012-11-09-058957,"our heartfelt condolences go out to the people of guatemala for the tragic loss of life and property resulting from yesterday's earthquake,",victoria nuland,Q1188501,2012-11-09 01:02:00,1,['http://mysinchew.com/node/79631'],C,0.5724,['MY']
202630,2012-11-08-000231,"a 7.4-magnitude earthquake hit wednesday off the coast of guatemala, near its border with mexico. it was the strongest quake to hit guatemala since 1976",None,,2012-11-08 07:02:00,2,"['http://en.mercopress.com/2012/11/08/powerful-7.4-magnitude-quake-hits-guatemala-kills-dozens-tremors-reach-mexico-city?utm_source=feed&utm_medium=rss&utm_content=environment&utm_campaign=rss'
 'http://en.mercopress.com/2012/11/08/powerful-7.4-magnitude-quake-hits-guatemala-kills-dozens-tremors-reach-mexico-city?utm_source=feed&utm_medium=rss&utm_content=latin-america&utm_campaign=rss']",C,0.5488,['AR']
52956,2012-09-10-087965,"well, this rig - as ernesto mentioned-came in last night. we're in the middle of offloading in now, and transporting it up to blue creek. now, that whole rig there, comprises of about 65 trailer loads. so, it'll take a little time to get it up to blue creek. so, as these trucks unload, we have some craines up there are offloading them. they'll start to be stacking this rig up, and building it as they offload. and we'll put it together, and we'll test it, get the fuel up there, and by october 1, we'll be ready to spud, which means that we'll be ready to actually start the drilling down. we know, jules, from the last time, rsm drilled 2 wells in the neighborhood, not in our licensed area, but next door to it, and both wells had oil in them. so, we know that oil is coming from mexico and guatemala. it's migrating down, and that's where the spanish lookout oil is coming from. so, we know that it's passing under there, but we have to make sure that we find a trap, and the only way we can find where it's trapped, is to drill. this area that we in, northwest belize, is totally virgin area when it comes to oil exploration. there's no seismic done there before. the seismic that we have done is the first seismic to be done in that area, so - and of course - we're not too far from the giant mexican fields, the shaan field in guatemala, which is now being declared a 300 million barrel field, and we know that oil is migrating, as i say. so, we just want to find the trap.",alistair king,Q4727296,2012-09-10 05:33:00,4,"['http://lse.co.uk/shareChat.asp?ShareTicker=NEW&post=5804425&type=regular'
 'http://lse.co.uk/shareChat.asp?ShareTicker=NEW&post=6157692&type=regular'
 'http://lse.co.uk/shareChat.asp?ShareTicker=NEW&post=6157711&type=regular'
 'http://lse.co.uk/shareChat.asp?ShareTicker=NEW&post=6157903&type=regular']",C,0.6036,['UK']
120799,2012-07-12-091568,"we spent our time working in a relatively rural area near ahuachapan, el salvador, very close to the border with guatemala. the area is very prone to earthquakes and torrential rains.",sharon phelps,Q10370976,2012-07-12 04:57:05,1,['http://newarkadvocate.com/article/20120711/COMMUNITIES02/207120324/Volunteer-brings-home-El-Salvador-families-positive-outlook'],C,0.7244,['US']
164,2012-11-09-061030,pray for guatemala who suffered a 7.4 earthquake! #unashamedimpact,girish karnad,Q3518444,2012-11-09 07:38:41,1,['http://youthkiawaaz.com/2012/11/barack-obama-mohammad-azharuddin-irctc-and-guatemala-twitter-trends/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+youthkiawaaz+%28Youth+Ki+Awaaz%29'],C,0.4081,['IN']
