,quoteID,quotation,speaker,qids,date,numOccurrences,urls,phase,speaker_prob,url_countries
178257,2012-03-23-050981,my second earthquake today since being in puebla.. these are freaky!! was in my car and the ground was shakin my car side to side! crazy!!!,damarcus beasley,Q313035,2012-03-23 21:48:03,1,['http://bleacherreport.com/articles/1117205-usmnt-top-10-tweets-of-the-week-vol-3'],C,0.6592,['US']
181295,2016-05-08-001737,"After the quake of a few minutes ago, no damage has been reported in the states of Guerrero, Oaxaca, Puebla and Mexico City,",Luis Felipe,Q5489152,2016-05-08 14:25:00,1,['http://www.laprensasa.com/309_america-in-english/3800006_earthquake-rocks-southern-mexico-sets-off-warning-system-in-capital.html'],E,0.4906,['US']
59023,2017-09-25-062959,"It is with deep sadness that I learnt of the tragic loss of lives, including that of children, following the devastating earthquake in the Puebla state. I have also learnt that the impact has been drastic and far ranging from the epicentre. The Government and people of Sri Lanka join me in conveying our profound condolences to Your Excellency, the Government and people of Mexico during this challenging time, especially as Mexico had begun to recover from the earlier earthquake in its southern coast. Our thoughts and prayers are with the members of the bereaved families and those affected by this dreadful catastrophe,",Maithripala Sirisena,Q6737124,2017-09-25 00:00:00,1,['http://colombogazette.com/2017/09/25/sri-lanka-condoles-with-mexico-over-earthquake-victims/'],E,0.7187,['CE']
74347,2017-09-21-101516,"prayers and condolences to those in Mexico City and the Mexican states of Mexico, Guerrero, Morelos and Puebla, who were affected by the devastating 7.1 earthquake.",Gustavo García-Siller,Q1556776,2017-09-21 00:48:53,1,['http://www.mysanantonio.com/news/local/article/S-A-stands-with-Mexican-quake-victims-12216479.php'],E,0.8426,['US']
127468,2017-09-20-098413,"On Tuesday 19 Sept. 2017, there was an earthquake of magnitude 7.1 near Puebla, Mexico -- approximately 140km south-east of Mexico City. Damage has been severe. Mexico City airport was closed temporarily but has now reopened. Please contact your airline in the first instance if you are due to fly out on 19 or 20 Sept.. Local authorities are opening up shelters for those most badly affected, details will be released by Proteccion Civil. If you are in the area, you should follow the advice of the local authorities. The British embassy in Mexico City remains closed and phone lines are intermittent due to structural damage. If you require emergency assistance, please call +44 (0) 20 7008 1500.",None,,2017-09-20 10:03:31,2,"['http://www.ibtimes.com/watch-earthquake-mexico-city-turns-river-turbulent-sea-2591822'
 'https://www.yahoo.com/news/earthquake-creates-havoc-mexico-city-100331919.html']",E,0.8556,['US']
79501,2017-09-25-062960,"It is with deep sadness that I learnt of the tragic loss of lives, including that of children, following the devastating earthquake in the Puebla state. I have also learnt that the impact has been drastic and far ranging from the epicentre. The Government and people of Sri Lanka join me in conveying our profound condolences to Your Excellency, the Government and people of Mexico during this challenging time, especially as Mexico had begun to recover from the earlier earthquake in its southern coast. Our thoughts and prayers are with the members of the bereaved families and those affected by this dreadful catastrophe. We are confident that your excellent leadership and the resilient spirit of the people of Mexico will help overcome the trauma and destruction caused by this natural disaster. Please accept, Excellency, the assurances of my highest consideration.",Enrique Peña Nieto,Q296741,2017-09-25 21:53:24,1,['http://www.dailynews.lk/2017/09/26/local/129316/‘our-thoughts-are-bereaved-families’'],E,0.5324,['CE']
132032,2017-10-06-124309,"The Mexican Cultural Institute of New York has partnered with the World Monuments Fund to donate a portion of the benefit's proceeds to the conservation of the San Juan Bautista convent in Cuauhtinchan, located in the Mexican state of Puebla, which was built between 1528 and 1554 and was severely affected by the earthquakes.",Geronimo Gutierrez Fernandez,Q1516036,2017-10-06 18:59:21,1,['http://www.newkerala.com/news/fullnews-278230.html'],E,0.9589,['IN']
65651,2017-09-20-153689,"We are facing a new emergency in Mexico City, in the state of Puebla and Morelos, following the 7.1 magnitude earthquake,",None,,2017-09-20 02:10:00,7,"['http://weblogs.sun-sentinel.com/news/nationworld/la-fg-mexico-earthquake-20170919-story.html#nt=oft12aH-1li3'
 'http://www.sun-sentinel.com/news/nationworld/la-fg-mexico-earthquake-20170919-story.html#nt=oft12aH-1li3'
 'http://beta.latimes.com/world/la-fg-mexico-earthquake-20170919-story.html'
 'https://patriotpost.us/headlines/60210'
 'http://www.sentinelsource.com/mcclatchy/at-least-killed-as-powerful-earthquake-strikes-central-mexico/article_1b9d312e-1c56-55bd-b8ba-2637e419e005.html'
 'http://www.mo4ch.com/at-least-149-killed-as-powerful-7-1-earthquake-strikes-central-mexico-los-angeles-times/'
 'http://gazette.com/at-least-149-killed-as-powerful-7.1-earthquake-strikes-central-mexico/article/feed/494380']",E,0.5224,['KU' 'US']
72625,2017-09-20-154958,"We are united in grief for the victims of the earthquake, which occurred on September 19, 2017, in different parts of our country, mainly in the states of Morelos, Tlaxcala, Puebla, Guerrero, Oaxaca, Mexico and the City of Mexico,",None,,2017-09-20 13:52:20,1,['http://www.indcatholicnews.com/news/33439'],E,0.8328,['UK']
28764,2017-09-20-153691,"We are facing an emergency in Mexico City, in the states of Puebla and Morelos following this 7.1-magnitude earthquake,",Enrique Peña Nieto,Q296741,2017-09-20 07:01:47,1,['http://www.ibtimes.co.uk/mexico-quake-death-toll-rises-220-1640051'],E,0.9401,['UK']
117177,2018-03-12-136153,"We find that earthquakes like the Puebla earthquake in 2017 are not always prioritized in Mexico when we think about the earthquakes that can happen,",Diego Melgar,Q58482745,2018-03-12 04:00:00,4,"['https://www.eurekalert.org/pub_releases/2018-03/uoo-m2e031218.php'
 'https://phys.org/news/2018-03-mexico-earthquake-emerged-zone.html'
 'https://www.sciencedaily.com/releases/2018/03/180312133026.htm'
 'http://www.eurasiareview.com/13032018-mexicos-2017-earthquake-emerged-from-growing-risk-zone/']",E,0.7065,['US']
